"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"3419",2019-05-12,NA,NA,NA,NA,986.576666666667,61.1966666666667
"3420",2019-05-13,2019-05-13,985.95,2019-05-13,60.97,985.95,60.97
"3421",2019-05-14,2019-05-14,1002.14,2019-05-14,61.82,1002.14,61.82
"3422",2019-05-15,2019-05-15,1005.87,2019-05-15,62.03,1005.87,62.03
"3423",2019-05-16,2019-05-16,1009.62,2019-05-16,62.93,1009.62,62.93
"3424",2019-05-17,2019-05-17,1007.55,2019-05-17,62.77,1007.55,62.77
"3425",2019-05-18,NA,NA,NA,NA,1005.05,62.8866666666667
"3426",2019-05-19,NA,NA,NA,NA,1002.55,63.0033333333333
"3427",2019-05-20,2019-05-20,1000.05,2019-05-20,63.12,1000.05,63.12
"3428",2019-05-21,2019-05-21,1004.85,2019-05-21,63.02,1004.85,63.02
"3429",2019-05-22,2019-05-22,1005.44,2019-05-22,61.42,1005.44,61.42
"3430",2019-05-23,2019-05-23,1009.79,2019-05-23,57.65,1009.79,57.65
"3431",2019-05-24,2019-05-24,1011.36,2019-05-24,58.4,1011.36,58.4
"3432",2019-05-25,NA,NA,NA,NA,1011.7375,58.5275
"3433",2019-05-26,NA,NA,NA,NA,1012.115,58.655
"3434",2019-05-27,NA,NA,2019-05-27,NA,1012.4925,58.7825
"3435",2019-05-28,2019-05-28,1012.87,2019-05-28,58.91,1012.87,58.91
"3436",2019-05-29,2019-05-29,1016.02,2019-05-29,58.84,1016.02,58.84
"3437",2019-05-30,2019-05-30,1010.44,2019-05-30,56.47,1010.44,56.47
"3438",2019-05-31,2019-05-31,1029.28,2019-05-31,53.49,1029.28,53.49
"3439",2019-06-01,NA,NA,NA,NA,1032.67666666667,53.41
"3440",2019-06-02,NA,NA,NA,NA,1036.07333333333,53.33
"3441",2019-06-03,2019-06-03,1039.47,2019-06-03,53.25,1039.47,53.25
"3442",2019-06-04,2019-06-04,1045.51,2019-06-04,53.5,1045.51,53.5
"3443",2019-06-05,2019-06-05,1052.01,2019-06-05,51.57,1052.01,51.57
"3444",2019-06-06,2019-06-06,1053.15,2019-06-06,52.59,1053.15,52.59
"3445",2019-06-07,2019-06-07,1049.16,2019-06-07,53.95,1049.16,53.95
"3446",2019-06-08,NA,NA,NA,NA,1048.42,53.7433333333333
"3447",2019-06-09,NA,NA,NA,NA,1047.68,53.5366666666667
"3448",2019-06-10,2019-06-10,1046.94,2019-06-10,53.33,1046.94,53.33
"3449",2019-06-11,2019-06-11,1040.53,2019-06-11,53.3,1040.53,53.3
"3450",2019-06-12,2019-06-12,1049.27,2019-06-12,51.13,1049.27,51.13
"3451",2019-06-13,2019-06-13,1054.21,2019-06-13,52.38,1054.21,52.38
"3452",2019-06-14,2019-06-14,1069.79,2019-06-14,52.47,1069.79,52.47
"3453",2019-06-15,NA,NA,NA,NA,1066.35666666667,52.2933333333333
"3454",2019-06-16,NA,NA,NA,NA,1062.92333333333,52.1166666666667
"3455",2019-06-17,2019-06-17,1059.49,2019-06-17,51.94,1059.49,51.94
"3456",2019-06-18,2019-06-18,1073.22,2019-06-18,53.86,1073.22,53.86
"3457",2019-06-19,2019-06-19,1066.67,2019-06-19,53.74,1066.67,53.74
"3458",2019-06-20,2019-06-20,1086.25,2019-06-20,56.88,1086.25,56.88
"3459",2019-06-21,2019-06-21,1095.96,2019-06-21,57.35,1095.96,57.35
"3460",2019-06-22,NA,NA,NA,NA,1098.16666666667,57.4766666666667
"3461",2019-06-23,NA,NA,NA,NA,1100.37333333333,57.6033333333333
"3462",2019-06-24,2019-06-24,1102.58,2019-06-24,57.73,1102.58,57.73
"3463",2019-06-25,2019-06-25,1120.62,2019-06-25,57.63,1120.62,57.63
"3464",2019-06-26,2019-06-26,1109.22,2019-06-26,59.17,1109.22,59.17
"3465",2019-06-27,2019-06-27,1103.71,2019-06-27,59.18,1103.71,59.18
"3466",2019-06-28,2019-06-28,1114.87,2019-06-28,58.2,1114.87,58.2
"3467",2019-06-29,NA,NA,NA,NA,1109.85,58.4366666666667
"3468",2019-06-30,NA,NA,NA,NA,1104.83,58.6733333333333
"3469",2019-07-01,2019-07-01,1099.81,2019-07-01,58.91,1099.81,58.91
"3470",2019-07-02,2019-07-02,1105.01,2019-07-02,56,1105.01,56
"3471",2019-07-03,2019-07-03,1133.52,2019-07-03,57.06,1133.52,57.06
"3472",2019-07-04,2019-07-04,1125.41,2019-07-04,NA,1125.41,57.118
"3473",2019-07-05,2019-07-05,1126.43,2019-07-05,NA,1126.43,57.176
"3474",2019-07-06,NA,NA,NA,NA,1124.65666666667,57.234
"3475",2019-07-07,NA,NA,NA,NA,1122.88333333333,57.292
"3476",2019-07-08,2019-07-08,1121.11,2019-07-08,57.35,1121.11,57.35
"3477",2019-07-09,2019-07-09,1113.51,2019-07-09,57.57,1113.51,57.57
"3478",2019-07-10,2019-07-10,1117.34,2019-07-10,60.28,1117.34,60.28
"3479",2019-07-11,2019-07-11,1135.06,2019-07-11,59.93,1135.06,59.93
"3480",2019-07-12,2019-07-12,1122.23,2019-07-12,59.99,1122.23,59.99
"3481",2019-07-13,NA,NA,NA,NA,1124.07333333333,59.76
"3482",2019-07-14,NA,NA,NA,NA,1125.91666666667,59.53
"3483",2019-07-15,2019-07-15,1127.76,2019-07-15,59.3,1127.76,59.3
"3484",2019-07-16,2019-07-16,1136.85,2019-07-16,57.44,1136.85,57.44
"3485",2019-07-17,2019-07-17,1129.61,2019-07-17,56.5,1129.61,56.5
"3486",2019-07-18,2019-07-18,1139.7,2019-07-18,55.08,1139.7,55.08
"3487",2019-07-19,2019-07-19,1148.06,2019-07-19,55.42,1148.06,55.42
"3488",2019-07-20,NA,NA,NA,NA,1146.27,55.57
"3489",2019-07-21,NA,NA,NA,NA,1144.48,55.72
"3490",2019-07-22,2019-07-22,1142.69,2019-07-22,55.87,1142.69,55.87
"3491",2019-07-23,2019-07-23,1140.42,2019-07-23,56.58,1140.42,56.58
"3492",2019-07-24,2019-07-24,1142.29,2019-07-24,55.9,1142.29,55.9
"3493",2019-07-25,2019-07-25,1143.08,2019-07-25,55.88,1143.08,55.88
"3494",2019-07-26,2019-07-26,1140.27,2019-07-26,56.04,1140.27,56.04
"3495",2019-07-27,NA,NA,NA,NA,1143.81666666667,56.31
"3496",2019-07-28,NA,NA,NA,NA,1147.36333333333,56.58
"3497",2019-07-29,2019-07-29,1150.91,2019-07-29,56.85,1150.91,56.85
"3498",2019-07-30,2019-07-30,1173.47,2019-07-30,58.04,1173.47,58.04
"3499",2019-07-31,2019-07-31,1175.48,2019-07-31,58.53,1175.48,58.53
"3500",2019-08-01,2019-08-01,1161.12,2019-08-01,53.64,1161.12,53.64
"3501",2019-08-02,2019-08-02,1184.17,2019-08-02,55.67,1184.17,55.67
"3502",2019-08-03,NA,NA,NA,NA,1189.42,55.3233333333333
"3503",2019-08-04,NA,NA,NA,NA,1194.67,54.9766666666667
"3504",2019-08-05,2019-08-05,1199.92,2019-08-05,54.63,1199.92,54.63
"3505",2019-08-06,2019-08-06,1199.59,2019-08-06,53.6,1199.59,53.6
"3506",2019-08-07,2019-08-07,1225.82,2019-08-07,51.14,1225.82,51.14
"3507",2019-08-08,2019-08-08,1230.26,2019-08-08,52.6,1230.26,52.6
"3508",2019-08-09,2019-08-09,1242.19,2019-08-09,54.41,1242.19,54.41
"3509",2019-08-10,NA,NA,NA,NA,1243.06666666667,54.6
"3510",2019-08-11,NA,NA,NA,NA,1243.94333333333,54.79
"3511",2019-08-12,2019-08-12,1244.82,2019-08-12,54.98,1244.82,54.98
"3512",2019-08-13,2019-08-13,1265.9,2019-08-13,57.05,1265.9,57.05
"3513",2019-08-14,2019-08-14,1241.69,2019-08-14,55.16,1241.69,55.16
"3514",2019-08-15,2019-08-15,1254.49,2019-08-15,54.51,1254.49,54.51
"3515",2019-08-16,2019-08-16,1242.55,2019-08-16,54.83,1242.55,54.83
"3516",2019-08-17,NA,NA,NA,NA,1240.58666666667,55.3
"3517",2019-08-18,NA,NA,NA,NA,1238.62333333333,55.77
"3518",2019-08-19,2019-08-19,1236.66,2019-08-19,56.24,1236.66,56.24
"3519",2019-08-20,2019-08-20,1242.69,2019-08-20,56.18,1242.69,56.18
"3520",2019-08-21,2019-08-21,1235.41,2019-08-21,55.65,1235.41,55.65
"3521",2019-08-22,2019-08-22,1234.63,2019-08-22,55.33,1234.63,55.33
"3522",2019-08-23,2019-08-23,1224.37,2019-08-23,54.08,1224.37,54.08
"3523",2019-08-24,NA,NA,NA,NA,1231.005,53.9
"3524",2019-08-25,NA,NA,NA,NA,1237.64,53.72
"3525",2019-08-26,NA,NA,2019-08-26,53.54,1244.275,53.54
"3526",2019-08-27,2019-08-27,1250.91,2019-08-27,54.99,1250.91,54.99
"3527",2019-08-28,2019-08-28,1263.31,2019-08-28,55.76,1263.31,55.76
"3528",2019-08-29,2019-08-29,1260.51,2019-08-29,56.67,1260.51,56.67
"3529",2019-08-30,2019-08-30,1253.14,2019-08-30,55.07,1253.14,55.07
"3530",2019-08-31,NA,NA,NA,NA,1255.56666666667,54.78
"3531",2019-09-01,NA,NA,NA,NA,1257.99333333333,54.49
"3532",2019-09-02,2019-09-02,1260.42,2019-09-02,NA,1260.42,54.2
"3533",2019-09-03,2019-09-03,1278.06,2019-09-03,53.91,1278.06,53.91
"3534",2019-09-04,2019-09-04,1265.05,2019-09-04,56.22,1265.05,56.22
"3535",2019-09-05,2019-09-05,1257.06,2019-09-05,56.33,1257.06,56.33
"3536",2019-09-06,2019-09-06,1223.52,2019-09-06,56.45,1223.52,56.45
"3537",2019-09-07,NA,NA,NA,NA,1223.61666666667,56.9266666666667
"3538",2019-09-08,NA,NA,NA,NA,1223.71333333333,57.4033333333333
"3539",2019-09-09,2019-09-09,1223.81,2019-09-09,57.88,1223.81,57.88
"3540",2019-09-10,2019-09-10,1211.52,2019-09-10,57.37,1211.52,57.37
"3541",2019-09-11,2019-09-11,1208.21,2019-09-11,55.66,1208.21,55.66
"3542",2019-09-12,2019-09-12,1219.94,2019-09-12,55.13,1219.94,55.13
"3543",2019-09-13,2019-09-13,1209.41,2019-09-13,54.76,1209.41,54.76
"3544",2019-09-14,NA,NA,NA,NA,1208.72333333333,57.54
"3545",2019-09-15,NA,NA,NA,NA,1208.03666666667,60.32
"3546",2019-09-16,2019-09-16,1207.35,2019-09-16,63.1,1207.35,63.1
"3547",2019-09-17,2019-09-17,1208.89,2019-09-17,59.26,1208.89,59.26
"3548",2019-09-18,2019-09-18,1206.27,2019-09-18,58.19,1206.27,58.19
"3549",2019-09-19,2019-09-19,1200.67,2019-09-19,58.19,1200.67,58.19
"3550",2019-09-20,2019-09-20,1199.07,2019-09-20,57.92,1199.07,57.92
"3551",2019-09-21,NA,NA,NA,NA,1206.75666666667,58.1766666666667
"3552",2019-09-22,NA,NA,NA,NA,1214.44333333333,58.4333333333333
"3553",2019-09-23,2019-09-23,1222.13,2019-09-23,58.69,1222.13,58.69
"3554",2019-09-24,2019-09-24,1220.76,2019-09-24,57.22,1220.76,57.22
"3555",2019-09-25,2019-09-25,1231.11,2019-09-25,56.38,1231.11,56.38
"3556",2019-09-26,2019-09-26,1223.72,2019-09-26,56.24,1223.72,56.24
"3557",2019-09-27,2019-09-27,1218.17,2019-09-27,55.95,1218.17,55.95
"3558",2019-09-28,NA,NA,NA,NA,1214.90666666667,55.33
"3559",2019-09-29,NA,NA,NA,NA,1211.64333333333,54.71
"3560",2019-09-30,2019-09-30,1208.38,2019-09-30,54.09,1208.38,54.09
"3561",2019-10-01,2019-10-01,1193.11,2019-10-01,53.6,1193.11,53.6
"3562",2019-10-02,2019-10-02,1213.21,2019-10-02,52.67,1213.21,52.67
"3563",2019-10-03,2019-10-03,1221.7,2019-10-03,52.41,1221.7,52.41
"3564",2019-10-04,2019-10-04,1223.75,2019-10-04,52.84,1223.75,52.84
"3565",2019-10-05,NA,NA,NA,NA,1222.96666666667,52.8133333333333
"3566",2019-10-06,NA,NA,NA,NA,1222.18333333333,52.7866666666667
"3567",2019-10-07,2019-10-07,1221.4,2019-10-07,52.76,1221.4,52.76
"3568",2019-10-08,2019-10-08,1225.5,2019-10-08,52.64,1225.5,52.64
"3569",2019-10-09,2019-10-09,1228.43,2019-10-09,52.63,1228.43,52.63
"3570",2019-10-10,2019-10-10,1232.35,2019-10-10,53.57,1232.35,53.57
"3571",2019-10-11,2019-10-11,1197.93,2019-10-11,54.76,1197.93,54.76
"3572",2019-10-12,NA,NA,NA,NA,1194.88333333333,54.3633333333333
"3573",2019-10-13,NA,NA,NA,NA,1191.83666666667,53.9666666666667
"3574",2019-10-14,2019-10-14,1188.79,2019-10-14,53.57,1188.79,53.57
"3575",2019-10-15,2019-10-15,1183.69,2019-10-15,52.81,1183.69,52.81
"3576",2019-10-16,2019-10-16,1166.32,2019-10-16,53.42,1166.32,53.42
"3577",2019-10-17,2019-10-17,1151.64,2019-10-17,53.89,1151.64,53.89
"3578",2019-10-18,2019-10-18,1154.15,2019-10-18,53.75,1154.15,53.75
"3579",2019-10-19,NA,NA,NA,NA,1152.03666666667,53.5933333333333
"3580",2019-10-20,NA,NA,NA,NA,1149.92333333333,53.4366666666667
"3581",2019-10-21,2019-10-21,1147.81,2019-10-21,53.28,1147.81,53.28
"3582",2019-10-22,2019-10-22,1149.5,2019-10-22,54.21,1149.5,54.21
"3583",2019-10-23,2019-10-23,1162.53,2019-10-23,55.9,1162.53,55.9
"3584",2019-10-24,2019-10-24,1154.75,2019-10-24,56.11,1154.75,56.11
"3585",2019-10-25,2019-10-25,1171.82,2019-10-25,56.52,1171.82,56.52
"3586",2019-10-26,NA,NA,NA,NA,1172.17666666667,56.2133333333333
"3587",2019-10-27,NA,NA,NA,NA,1172.53333333333,55.9066666666667
"3588",2019-10-28,2019-10-28,1172.89,2019-10-28,55.6,1172.89,55.6
"3589",2019-10-29,2019-10-29,1164.79,2019-10-29,55.34,1164.79,55.34
"3590",2019-10-30,2019-10-30,1156.65,2019-10-30,54.85,1156.65,54.85
"3591",2019-10-31,2019-10-31,1163.09,2019-10-31,54.02,1163.09,54.02
"3592",2019-11-01,2019-11-01,1165.76,2019-11-01,56.04,1165.76,56.04
"3593",2019-11-02,NA,NA,NA,NA,1166.69666666667,56.1366666666667
"3594",2019-11-03,NA,NA,NA,NA,1167.63333333333,56.2333333333333
"3595",2019-11-04,2019-11-04,1168.57,2019-11-04,56.33,1168.57,56.33
"3596",2019-11-05,2019-11-05,1166.37,2019-11-05,57.04,1166.37,57.04
"3597",2019-11-06,2019-11-06,1155.26,2019-11-06,56.15,1155.26,56.15
"3598",2019-11-07,2019-11-07,1153.44,2019-11-07,56.91,1153.44,56.91
"3599",2019-11-08,2019-11-08,1144.58,2019-11-08,57.02,1144.58,57.02
"3600",2019-11-09,NA,NA,NA,NA,1144.52333333333,56.9325
"3601",2019-11-10,NA,NA,NA,NA,1144.46666666667,56.845
"3602",2019-11-11,2019-11-11,1144.41,2019-11-11,NA,1144.41,56.7575
"3603",2019-11-12,2019-11-12,1134.03,2019-11-12,56.67,1134.03,56.67
"3604",2019-11-13,2019-11-13,1138.86,2019-11-13,56.88,1138.86,56.88
"3605",2019-11-14,2019-11-14,1141.39,2019-11-14,56.57,1141.39,56.57
"3606",2019-11-15,2019-11-15,1138.04,2019-11-15,57.54,1138.04,57.54
"3607",2019-11-16,NA,NA,NA,NA,1133.64666666667,57.3
"3608",2019-11-17,NA,NA,NA,NA,1129.25333333333,57.06
"3609",2019-11-18,2019-11-18,1124.86,2019-11-18,56.82,1124.86,56.82
"3610",2019-11-19,2019-11-19,1132.37,2019-11-19,54.93,1132.37,54.93
"3611",2019-11-20,2019-11-20,1143.52,2019-11-20,56.71,1143.52,56.71
"3612",2019-11-21,2019-11-21,1134.43,2019-11-21,58.36,1134.43,58.36
"3613",2019-11-22,2019-11-22,1143.05,2019-11-22,57.68,1143.05,57.68
"3614",2019-11-23,NA,NA,NA,NA,1139.83666666667,57.7166666666667
"3615",2019-11-24,NA,NA,NA,NA,1136.62333333333,57.7533333333333
"3616",2019-11-25,2019-11-25,1133.41,2019-11-25,57.79,1133.41,57.79
"3617",2019-11-26,2019-11-26,1133.76,2019-11-26,58.25,1133.76,58.25
"3618",2019-11-27,2019-11-27,1134.12,2019-11-27,58.12,1134.12,58.12
"3619",2019-11-28,2019-11-28,1127.27,2019-11-28,NA,1127.27,58.12
"3620",2019-11-29,2019-11-29,1129.55,2019-11-29,58.12,1129.55,58.12
"3621",2019-11-30,NA,NA,NA,NA,1129.7,57.4033333333333
"3622",2019-12-01,NA,NA,NA,NA,1129.85,56.6866666666667
"3623",2019-12-02,2019-12-02,1130,2019-12-02,55.97,1130,55.97
"3624",2019-12-03,2019-12-03,1132.5,2019-12-03,56.15,1132.5,56.15
"3625",2019-12-04,2019-12-04,1131.53,2019-12-04,58.46,1131.53,58.46
"3626",2019-12-05,2019-12-05,1122.76,2019-12-05,58.42,1122.76,58.42
"3627",2019-12-06,2019-12-06,1122.8,2019-12-06,59.2,1122.8,59.2
"3628",2019-12-07,NA,NA,NA,NA,1119.21333333333,59.13
"3629",2019-12-08,NA,NA,NA,NA,1115.62666666667,59.06
"3630",2019-12-09,2019-12-09,1112.04,2019-12-09,58.99,1112.04,58.99
"3631",2019-12-10,2019-12-10,1112.25,2019-12-10,59.22,1112.25,59.22
"3632",2019-12-11,2019-12-11,1116.89,2019-12-11,58.74,1116.89,58.74
"3633",2019-12-12,2019-12-12,1117.82,2019-12-12,59.18,1117.82,59.18
"3634",2019-12-13,2019-12-13,1097.51,2019-12-13,60.11,1097.51,60.11
"3635",2019-12-14,NA,NA,NA,NA,1100.63,60.1433333333333
"3636",2019-12-15,NA,NA,NA,NA,1103.75,60.1766666666667
"3637",2019-12-16,2019-12-16,1106.87,2019-12-16,60.21,1106.87,60.21
"3638",2019-12-17,2019-12-17,1120.63,2019-12-17,60.88,1120.63,60.88
"3639",2019-12-18,2019-12-18,1128.99,2019-12-18,60.93,1128.99,60.93
"3640",2019-12-19,2019-12-19,1125.56,2019-12-19,61.3,1125.56,61.3
"3641",2019-12-20,2019-12-20,1132.19,2019-12-20,60.43,1132.19,60.43
"3642",2019-12-21,NA,NA,NA,NA,1135.42666666667,60.4566666666667
"3643",2019-12-22,NA,NA,NA,NA,1138.66333333333,60.4833333333333
"3644",2019-12-23,2019-12-23,1141.9,2019-12-23,60.51,1141.9,60.51
"3645",2019-12-24,2019-12-24,1152.58,2019-12-24,61.17,1152.58,61.17
"3646",2019-12-25,NA,NA,2019-12-25,NA,1153.84,61.445
"3647",2019-12-26,NA,NA,2019-12-26,61.72,1155.1,61.72
"3648",2019-12-27,2019-12-27,1156.36,2019-12-27,61.76,1156.36,61.76
"3649",2019-12-28,NA,NA,NA,NA,1155.03,61.7266666666667
"3650",2019-12-29,NA,NA,NA,NA,1153.7,61.6933333333333
"3651",2019-12-30,2019-12-30,1152.37,2019-12-30,61.66,1152.37,61.66
"3652",2019-12-31,2019-12-31,1157.78,2019-12-31,61.14,1157.78,61.14
"3653",2020-01-01,NA,NA,2020-01-01,NA,1154.57,61.155
"3654",2020-01-02,2020-01-02,1151.36,2020-01-02,61.17,1151.36,61.17
"3655",2020-01-03,2020-01-03,1182.37,2020-01-03,63,1182.37,63
"3656",2020-01-04,NA,NA,NA,NA,1187.61,63.09
"3657",2020-01-05,NA,NA,NA,NA,1192.85,63.18
"3658",2020-01-06,2020-01-06,1198.09,2020-01-06,63.27,1198.09,63.27
"3659",2020-01-07,2020-01-07,1190.85,2020-01-07,62.7,1190.85,62.7
"3660",2020-01-08,2020-01-08,1206.13,2020-01-08,59.65,1206.13,59.65
"3661",2020-01-09,2020-01-09,1186.89,2020-01-09,59.56,1186.89,59.56
"3662",2020-01-10,2020-01-10,1185.45,2020-01-10,59.02,1185.45,59.02
"3663",2020-01-11,NA,NA,NA,NA,1188.48,58.7366666666667
"3664",2020-01-12,NA,NA,NA,NA,1191.51,58.4533333333333
"3665",2020-01-13,2020-01-13,1194.54,2020-01-13,58.17,1194.54,58.17
"3666",2020-01-14,2020-01-14,1190.69,2020-01-14,58.34,1190.69,58.34
"3667",2020-01-15,2020-01-15,1194.65,2020-01-15,57.86,1194.65,57.86
"3668",2020-01-16,2020-01-16,1190.97,2020-01-16,58.52,1190.97,58.52
"3669",2020-01-17,2020-01-17,1193.21,2020-01-17,58.55,1193.21,58.55
"3670",2020-01-18,NA,NA,NA,NA,1195.78333333333,58.475
"3671",2020-01-19,NA,NA,NA,NA,1198.35666666667,58.4
"3672",2020-01-20,2020-01-20,1200.93,2020-01-20,NA,1200.93,58.325
"3673",2020-01-21,2020-01-21,1192.87,2020-01-21,58.25,1192.87,58.25
"3674",2020-01-22,2020-01-22,1193.19,2020-01-22,56.76,1193.19,56.76
"3675",2020-01-23,2020-01-23,1182.94,2020-01-23,55.51,1182.94,55.51
"3676",2020-01-24,2020-01-24,1192.63,2020-01-24,54.09,1192.63,54.09
"3677",2020-01-25,NA,NA,NA,NA,1198.18,53.7566666666667
"3678",2020-01-26,NA,NA,NA,NA,1203.73,53.4233333333333
"3679",2020-01-27,2020-01-27,1209.28,2020-01-27,53.09,1209.28,53.09
"3680",2020-01-28,2020-01-28,1212.19,2020-01-28,53.33,1212.19,53.33
"3681",2020-01-29,2020-01-29,1207.31,2020-01-29,53.29,1207.31,53.29
"3682",2020-01-30,2020-01-30,1213.75,2020-01-30,52.19,1213.75,52.19
"3683",2020-01-31,2020-01-31,1205.24,2020-01-31,51.58,1205.24,51.58
"3684",2020-02-01,NA,NA,NA,NA,1206.15333333333,51.0733333333333
"3685",2020-02-02,NA,NA,NA,NA,1207.06666666667,50.5666666666667
"3686",2020-02-03,2020-02-03,1207.98,2020-02-03,50.06,1207.98,50.06
"3687",2020-02-04,2020-02-04,1207.62,2020-02-04,49.59,1207.62,49.59
"3688",2020-02-05,2020-02-05,1189.3,2020-02-05,50.87,1189.3,50.87
"3689",2020-02-06,2020-02-06,1205.95,2020-02-06,50.94,1205.95,50.94
"3690",2020-02-07,2020-02-07,1212.45,2020-02-07,50.34,1212.45,50.34
"3691",2020-02-08,NA,NA,NA,NA,1214.72,50.09
"3692",2020-02-09,NA,NA,NA,NA,1216.99,49.84
"3693",2020-02-10,2020-02-10,1219.26,2020-02-10,49.59,1219.26,49.59
"3694",2020-02-11,2020-02-11,1212.77,2020-02-11,50,1212.77,50
"3695",2020-02-12,2020-02-12,1206.55,2020-02-12,51.13,1206.55,51.13
"3696",2020-02-13,2020-02-13,1213.54,2020-02-13,51.41,1213.54,51.41
"3697",2020-02-14,2020-02-14,1209.69,2020-02-14,52.03,1209.69,52.03
"3698",2020-02-15,NA,NA,NA,NA,1210.59666666667,52.0475
"3699",2020-02-16,NA,NA,NA,NA,1211.50333333333,52.065
"3700",2020-02-17,2020-02-17,1212.41,2020-02-17,NA,1212.41,52.0825
"3701",2020-02-18,2020-02-18,1218.47,2020-02-18,52.1,1218.47,52.1
"3702",2020-02-19,2020-02-19,1239.8,2020-02-19,53.31,1239.8,53.31
"3703",2020-02-20,2020-02-20,1250.11,2020-02-20,53.77,1250.11,53.77
"3704",2020-02-21,2020-02-21,1264.81,2020-02-21,53.36,1264.81,53.36
"3705",2020-02-22,NA,NA,NA,NA,1278.03666666667,52.6933333333333
"3706",2020-02-23,NA,NA,NA,NA,1291.26333333333,52.0266666666667
"3707",2020-02-24,2020-02-24,1304.49,2020-02-24,51.36,1304.49,51.36
"3708",2020-02-25,2020-02-25,1275.54,2020-02-25,49.78,1275.54,49.78
"3709",2020-02-26,2020-02-26,1273.37,2020-02-26,48.67,1273.37,48.67
"3710",2020-02-27,2020-02-27,1278.58,2020-02-27,47.17,1278.58,47.17
"3711",2020-02-28,2020-02-28,1262.37,2020-02-28,44.83,1262.37,44.83
"3712",2020-02-29,NA,NA,NA,NA,1261.17666666667,45.48
"3713",2020-03-01,NA,NA,NA,NA,1259.98333333333,46.13
"3714",2020-03-02,2020-03-02,1258.79,2020-03-02,46.78,1258.79,46.78
"3715",2020-03-03,2020-03-03,1249.98,2020-03-03,47.27,1249.98,47.27
"3716",2020-03-04,2020-03-04,1286.73,2020-03-04,46.78,1286.73,46.78
"3717",2020-03-05,2020-03-05,1274.47,2020-03-05,45.9,1274.47,45.9
"3718",2020-03-06,2020-03-06,1296.8,2020-03-06,41.14,1296.8,41.14
"3719",2020-03-07,NA,NA,NA,NA,1291.45,37.7766666666667
"3720",2020-03-08,NA,NA,NA,NA,1286.1,34.4133333333333
"3721",2020-03-09,2020-03-09,1280.75,2020-03-09,31.05,1280.75,31.05
"3722",2020-03-10,2020-03-10,1269.4,2020-03-10,34.47,1269.4,34.47
"3723",2020-03-11,2020-03-11,1284.78,2020-03-11,33.13,1284.78,33.13
"3724",2020-03-12,2020-03-12,1284.28,2020-03-12,31.56,1284.28,31.56
"3725",2020-03-13,2020-03-13,1258.61,2020-03-13,31.72,1258.61,31.72
"3726",2020-03-14,NA,NA,NA,NA,1246.83333333333,30.8
"3727",2020-03-15,NA,NA,NA,NA,1235.05666666667,29.88
"3728",2020-03-16,2020-03-16,1223.28,2020-03-16,28.96,1223.28,28.96
"3729",2020-03-17,2020-03-17,1212.04,2020-03-17,26.96,1212.04,26.96
"3730",2020-03-18,2020-03-18,1254.5,2020-03-18,20.48,1254.5,20.48
"3731",2020-03-19,2020-03-19,1285.54,2020-03-19,25.09,1285.54,25.09
"3732",2020-03-20,2020-03-20,1275.32,2020-03-20,19.48,1275.32,19.48
"3733",2020-03-21,NA,NA,NA,NA,1279.83333333333,20.7633333333333
"3734",2020-03-22,NA,NA,NA,NA,1284.34666666667,22.0466666666667
"3735",2020-03-23,2020-03-23,1288.86,2020-03-23,23.33,1288.86,23.33
"3736",2020-03-24,2020-03-24,1362.61,2020-03-24,21.03,1362.61,21.03
"3737",2020-03-25,2020-03-25,1357.22,2020-03-25,20.75,1357.22,20.75
"3738",2020-03-26,2020-03-26,1361.37,2020-03-26,16.6,1361.37,16.6
"3739",2020-03-27,2020-03-27,1325.33,2020-03-27,15.48,1325.33,15.48
"3740",2020-03-28,NA,NA,NA,NA,1321.07333333333,15.02
"3741",2020-03-29,NA,NA,NA,NA,1316.81666666667,14.56
"3742",2020-03-30,2020-03-30,1312.56,2020-03-30,14.1,1312.56,14.1
"3743",2020-03-31,2020-03-31,1299.61,2020-03-31,20.51,1299.61,20.51
"3744",2020-04-01,2020-04-01,1288.95,2020-04-01,20.28,1288.95,20.28
"3745",2020-04-02,2020-04-02,1277.59,2020-04-02,25.18,1277.59,25.18
"3746",2020-04-03,2020-04-03,1310.66,2020-04-03,28.36,1310.66,28.36
"3747",2020-04-04,NA,NA,NA,NA,1317.34666666667,27.6433333333333
"3748",2020-04-05,NA,NA,NA,NA,1324.03333333333,26.9266666666667
"3749",2020-04-06,2020-04-06,1330.72,2020-04-06,26.21,1330.72,26.21
"3750",2020-04-07,2020-04-07,1344.23,2020-04-07,23.54,1344.23,23.54
"3751",2020-04-08,2020-04-08,1338.37,2020-04-08,24.97,1338.37,24.97
"3752",2020-04-09,2020-04-09,1339.48,2020-04-09,22.9,1339.48,22.9
"3753",2020-04-10,NA,NA,2020-04-10,NA,1345.056,22.765
"3754",2020-04-11,NA,NA,NA,NA,1350.632,22.63
"3755",2020-04-12,NA,NA,NA,NA,1356.208,22.495
"3756",2020-04-13,NA,NA,2020-04-13,22.36,1361.784,22.36
"3757",2020-04-14,2020-04-14,1367.36,2020-04-14,20.15,1367.36,20.15
"3758",2020-04-15,2020-04-15,1367.92,2020-04-15,19.96,1367.92,19.96
"3759",2020-04-16,2020-04-16,1378.57,2020-04-16,19.82,1378.57,19.82
