period,LBMA Gold Prices - daily - euro - AM (LBMA/gold_D/gold_D_EUR_AM)
1999-09-15,160.27
1999-09-16,158.13
1999-09-17,157.63
1999-09-20,157.45
1999-09-21,157.05
1999-09-22,160.86
1999-09-23,161.45
1999-09-24,161.61
1999-09-27,170.93
1999-09-28,174.8
1999-09-29,192.8
1999-09-30,184.57
1999-10-01,183.58
1999-10-04,187.91
1999-10-05,197.42
1999-10-06,196.38
1999-10-07,192.09
1999-10-08,195.57
1999-10-11,192.05
1999-10-12,195.82
1999-10-13,193.6
1999-10-14,194.96
1999-10-15,189.68
1999-10-18,190.23
1999-10-19,184.94
1999-10-20,185.75
1999-10-21,183.32
1999-10-22,180.83
1999-10-25,182.11
1999-10-26,179.57
1999-10-27,175.3
1999-10-28,183.21
1999-10-29,182.53
1999-11-01,178.42
1999-11-02,177.56
1999-11-03,177.0
1999-11-04,177.79
1999-11-05,179.8
1999-11-08,178.23
1999-11-09,179.4
1999-11-10,179.88
1999-11-11,182.53
1999-11-12,180.96
1999-11-15,181.21
1999-11-16,179.97
1999-11-17,181.78
1999-11-18,180.64
1999-11-19,181.5
1999-11-22,181.62
1999-11-23,182.75
1999-11-24,184.48
1999-11-25,185.06
1999-11-26,184.16
1999-11-29,182.73
1999-11-30,182.65
1999-12-01,182.24
1999-12-02,180.89
1999-12-03,175.59
1999-12-06,173.07
1999-12-07,172.17
1999-12-08,174.31
1999-12-09,172.25
1999-12-10,171.67
1999-12-13,172.38
1999-12-14,172.83
1999-12-15,174.06
1999-12-16,173.37
1999-12-17,175.34
1999-12-20,176.95
1999-12-21,177.05
1999-12-22,178.15
1999-12-23,178.17
1999-12-24,178.26
1999-12-29,179.69
1999-12-30,180.09
2000-01-04,172.17
2000-01-05,171.73
2000-01-06,170.45
2000-01-07,171.32
2000-01-10,172.23
2000-01-11,171.59
2000-01-12,171.45
2000-01-13,171.47
2000-01-14,172.68
2000-01-17,174.11
2000-01-18,175.57
2000-01-19,176.31
2000-01-20,175.1
2000-01-21,173.77
2000-01-24,173.75
2000-01-25,174.98
2000-01-26,173.24
2000-01-27,175.14
2000-01-28,176.04
2000-01-31,174.48
2000-02-01,175.96
2000-02-02,175.71
2000-02-03,178.0
2000-02-04,181.07
2000-02-07,198.19
2000-02-08,189.08
2000-02-09,189.92
2000-02-10,193.12
2000-02-11,197.62
2000-02-14,194.1
2000-02-15,193.54
2000-02-16,187.87
2000-02-17,189.93
2000-02-18,188.03
2000-02-21,191.03
2000-02-22,189.86
2000-02-23,189.67
2000-02-24,187.3
2000-02-25,186.24
2000-02-28,184.39
2000-02-29,184.33
2000-03-01,185.86
2000-03-02,182.57
2000-03-03,183.45
2000-03-06,183.3
2000-03-07,183.45
2000-03-08,185.61
2000-03-09,182.91
2000-03-10,184.52
2000-03-13,183.31
2000-03-14,184.69
2000-03-15,183.59
2000-03-16,183.4
2000-03-17,181.44
2000-03-20,181.67
2000-03-21,182.35
2000-03-22,184.7
2000-03-23,181.64
2000-03-24,179.37
2000-03-27,177.89
2000-03-28,176.73
2000-03-29,175.87
2000-03-30,173.81
2000-03-31,172.81
2000-04-03,175.51
2000-04-04,173.24
2000-04-05,177.49
2000-04-06,175.82
2000-04-07,176.7
2000-04-10,177.94
2000-04-11,177.09
2000-04-12,176.81
2000-04-13,176.98
2000-04-14,177.12
2000-04-17,178.36
2000-04-18,178.43
2000-04-19,178.05
2000-04-20,177.69
2000-04-25,177.46
2000-04-26,176.04
2000-04-27,175.2
2000-04-28,175.98
2000-05-02,176.45
2000-05-03,177.66
2000-05-04,178.16
2000-05-05,182.65
2000-05-08,180.6
2000-05-09,180.38
2000-05-10,182.07
2000-05-11,184.3
2000-05-12,182.55
2000-05-15,181.12
2000-05-16,183.91
2000-05-17,183.85
2000-05-18,183.63
2000-05-19,184.16
2000-05-22,184.44
2000-05-23,185.7
2000-05-24,185.99
2000-05-25,184.85
2000-05-26,183.45
2000-05-30,182.97
2000-05-31,181.86
2000-06-01,182.37
2000-06-02,182.22
2000-06-05,186.62
2000-06-06,188.02
2000-06-07,188.15
2000-06-08,187.73
2000-06-09,188.79
2000-06-12,188.35
2000-06-13,193.55
2000-06-14,189.73
2000-06-15,192.15
2000-06-16,191.81
2000-06-19,190.48
2000-06-20,189.53
2000-06-21,189.26
2000-06-22,190.34
2000-06-23,189.85
2000-06-26,188.47
2000-06-27,189.96
2000-06-28,190.37
2000-06-29,191.73
2000-06-30,191.16
2000-07-03,190.2
2000-07-04,190.28
2000-07-05,189.78
2000-07-06,188.98
2000-07-07,188.42
2000-07-10,187.19
2000-07-11,187.46
2000-07-12,186.76
2000-07-13,186.6
2000-07-14,186.98
2000-07-17,188.62
2000-07-18,188.98
2000-07-19,188.21
2000-07-20,186.07
2000-07-21,184.83
2000-07-24,184.17
2000-07-25,183.75
2000-07-26,184.19
2000-07-27,184.87
2000-07-28,184.54
2000-07-31,185.0
2000-08-01,184.93
2000-08-02,185.76
2000-08-03,185.3
2000-08-04,182.44
2000-08-07,181.51
2000-08-08,181.85
2000-08-09,181.22
2000-08-10,181.65
2000-08-11,181.97
2000-08-14,182.87
2000-08-15,182.28
2000-08-16,183.09
2000-08-17,184.88
2000-08-18,185.19
2000-08-21,185.44
2000-08-22,184.52
2000-08-23,184.34
2000-08-24,183.78
2000-08-25,185.66
2000-08-29,187.1
2000-08-30,188.59
2000-08-31,188.9
2000-09-01,190.76
2000-09-04,189.4
2000-09-05,189.89
2000-09-06,189.73
2000-09-07,190.5
2000-09-08,192.08
2000-09-11,192.95
2000-09-12,194.59
2000-09-13,193.63
2000-09-14,192.49
2000-09-15,193.37
2000-09-18,194.82
2000-09-19,193.8
2000-09-20,192.27
2000-09-21,190.5
2000-09-22,187.89
2000-09-25,187.74
2000-09-26,187.96
2000-09-27,187.58
2000-09-28,189.1
2000-09-29,187.04
2000-10-02,186.03
2000-10-03,186.18
2000-10-04,186.69
2000-10-05,186.37
2000-10-06,186.81
2000-10-09,186.55
2000-10-10,185.08
2000-10-11,186.63
2000-10-12,185.54
2000-10-13,186.74
2000-10-16,187.93
2000-10-17,187.88
2000-10-18,187.75
2000-10-19,187.33
2000-10-20,187.47
2000-10-23,186.62
2000-10-24,185.84
2000-10-25,186.82
2000-10-26,187.46
2000-10-27,185.6
2000-10-30,181.95
2000-10-31,181.98
2000-11-01,183.83
2000-11-02,182.9
2000-11-03,183.63
2000-11-06,183.23
2000-11-07,184.93
2000-11-08,186.2
2000-11-09,186.9
2000-11-10,185.55
2000-11-13,184.7
2000-11-14,184.13
2000-11-15,185.62
2000-11-16,186.18
2000-11-17,187.22
2000-11-20,186.56
2000-11-21,187.85
2000-11-22,187.58
2000-11-23,189.19
2000-11-24,189.93
2000-11-27,189.44
2000-11-28,190.39
2000-11-29,189.17
2000-11-30,187.83
2000-12-01,189.0
2000-12-04,187.54
2000-12-05,187.81
2000-12-06,188.35
2000-12-07,190.45
2000-12-08,188.68
2000-12-11,187.79
2000-12-12,186.25
2000-12-13,186.69
2000-12-14,184.03
2000-12-15,183.93
2000-12-18,183.4
2000-12-19,183.93
2000-12-20,184.1
2000-12-21,185.59
2000-12-22,184.93
2000-12-27,184.49
2000-12-28,184.11
2000-12-29,182.83
2001-01-02,183.03
2001-01-03,178.92
2001-01-04,178.87
2001-01-05,178.49
2001-01-08,178.77
2001-01-09,179.86
2001-01-10,178.78
2001-01-11,177.3
2001-01-12,176.61
2001-01-15,178.08
2001-01-16,179.87
2001-01-17,178.66
2001-01-18,179.11
2001-01-19,180.17
2001-01-22,181.89
2001-01-23,181.38
2001-01-24,181.18
2001-01-25,181.19
2001-01-26,180.12
2001-01-29,180.24
2001-01-30,180.91
2001-01-31,182.03
2001-02-01,181.2
2001-02-02,181.39
2001-02-05,180.69
2001-02-06,180.26
2001-02-07,180.16
2001-02-08,181.28
2001-02-09,180.28
2001-02-12,179.68
2001-02-13,179.85
2001-02-14,179.1
2001-02-15,178.41
2001-02-16,176.57
2001-02-19,178.28
2001-02-20,179.41
2001-02-21,178.12
2001-02-22,178.92
2001-02-23,179.93
2001-02-26,181.24
2001-02-27,185.6
2001-02-28,183.37
2001-03-01,184.12
2001-03-02,179.64
2001-03-05,178.28
2001-03-06,179.07
2001-03-07,178.62
2001-03-08,179.41
2001-03-09,182.82
2001-03-12,184.52
2001-03-13,184.93
2001-03-14,184.13
2001-03-15,181.61
2001-03-16,181.32
2001-03-19,181.94
2001-03-20,183.64
2001-03-21,182.91
2001-03-22,184.35
2001-03-23,183.75
2001-03-26,182.23
2001-03-27,183.29
2001-03-28,182.79
2001-03-29,180.69
2001-03-30,181.79
2001-04-02,181.6
2001-04-03,180.41
2001-04-04,180.75
2001-04-05,180.22
2001-04-06,180.41
2001-04-09,180.49
2001-04-10,178.05
2001-04-11,179.85
2001-04-12,180.79
2001-04-17,182.33
2001-04-18,182.14
2001-04-19,182.76
2001-04-20,182.77
2001-04-23,182.32
2001-04-24,183.22
2001-04-25,183.95
2001-04-26,182.15
2001-04-27,183.39
2001-04-30,183.46
2001-05-01,184.8
2001-05-02,185.32
2001-05-03,185.01
2001-05-04,185.36
2001-05-08,185.31
2001-05-09,186.03
2001-05-10,189.45
2001-05-11,189.87
2001-05-14,188.99
2001-05-15,188.9
2001-05-16,188.67
2001-05-17,189.94
2001-05-18,190.37
2001-05-21,200.72
2001-05-22,196.96
2001-05-23,199.68
2001-05-24,200.18
2001-05-25,198.06
2001-05-29,195.13
2001-05-30,192.6
2001-05-31,187.62
2001-06-01,187.14
2001-06-04,187.69
2001-06-05,188.96
2001-06-06,190.68
2001-06-07,191.66
2001-06-08,193.66
2001-06-11,196.78
2001-06-12,194.55
2001-06-13,197.53
2001-06-14,195.55
2001-06-15,195.62
2001-06-18,192.96
2001-06-19,195.82
2001-06-20,194.99
2001-06-21,194.2
2001-06-22,193.06
2001-06-25,192.66
2001-06-26,193.77
2001-06-27,194.42
2001-06-28,192.14
2001-06-29,192.03
2001-07-02,190.58
2001-07-03,190.15
2001-07-04,190.46
2001-07-05,190.4
2001-07-06,189.42
2001-07-09,185.59
2001-07-10,189.03
2001-07-11,188.18
2001-07-12,190.36
2001-07-13,189.95
2001-07-16,191.33
2001-07-17,191.36
2001-07-18,191.09
2001-07-19,191.1
2001-07-20,188.95
2001-07-23,189.21
2001-07-24,189.5
2001-07-25,189.21
2001-07-26,186.82
2001-07-27,186.63
2001-07-30,187.32
2001-07-31,186.17
2001-08-01,186.97
2001-08-02,187.16
2001-08-03,186.93
2001-08-06,187.8
2001-08-07,188.51
2001-08-08,188.27
2001-08-09,189.29
2001-08-10,191.58
2001-08-13,193.49
2001-08-14,193.08
2001-08-15,192.91
2001-08-16,189.63
2001-08-17,191.34
2001-08-20,192.15
2001-08-21,191.38
2001-08-22,190.16
2001-08-23,189.89
2001-08-24,190.44
2001-08-28,188.81
2001-08-29,187.72
2001-08-30,188.36
2001-08-31,188.57
2001-09-03,188.14
2001-09-04,188.41
2001-09-05,188.41
2001-09-06,187.42
2001-09-07,187.93
2001-09-10,186.17
2001-09-11,186.43
2001-09-12,190.92
2001-09-13,189.9
2001-09-14,192.82
2001-09-17,197.22
2001-09-18,196.83
2001-09-19,197.55
2001-09-20,196.32
2001-09-21,199.79
2001-09-24,198.66
2001-09-25,196.98
2001-09-26,197.63
2001-09-27,197.53
2001-09-28,197.78
2001-10-01,197.93
2001-10-02,196.92
2001-10-03,197.31
2001-10-04,196.37
2001-10-05,197.56
2001-10-08,198.48
2001-10-09,198.1
2001-10-10,196.98
2001-10-11,194.59
2001-10-12,195.47
2001-10-15,195.6
2001-10-16,194.57
2001-10-17,194.81
2001-10-18,195.25
2001-10-19,193.35
2001-10-22,193.75
2001-10-23,193.39
2001-10-24,193.21
2001-10-25,193.16
2001-10-26,193.33
2001-10-29,191.85
2001-10-30,192.58
2001-10-31,193.09
2001-11-01,191.47
2001-11-02,191.13
2001-11-05,191.92
2001-11-06,191.33
2001-11-07,191.27
2001-11-08,191.33
2001-11-09,191.33
2001-11-12,190.73
2001-11-13,191.55
2001-11-14,193.01
2001-11-15,192.04
2001-11-16,192.36
2001-11-19,192.49
2001-11-20,193.19
2001-11-21,192.56
2001-11-22,193.28
2001-11-23,193.44
2001-11-26,192.59
2001-11-27,193.8
2001-11-28,193.86
2001-11-29,192.4
2001-11-30,192.93
2001-12-03,193.43
2001-12-04,194.44
2001-12-05,193.88
2001-12-06,193.51
2001-12-07,192.6
2001-12-10,190.89
2001-12-11,189.97
2001-12-12,189.56
2001-12-13,189.59
2001-12-14,189.33
2001-12-17,190.34
2001-12-18,191.26
2001-12-19,192.36
2001-12-20,191.24
2001-12-21,191.61
2001-12-24,192.78
2001-12-27,191.79
2001-12-28,191.71
2001-12-31,190.76
2002-01-02,191.4
2002-01-03,192.92
2002-01-04,193.65
2002-01-07,194.07
2002-01-08,193.09
2002-01-09,194.03
2002-01-10,198.58
2002-01-11,198.52
2002-01-14,197.86
2002-01-15,196.3
2002-01-16,200.49
2002-01-17,198.85
2002-01-18,197.7
2002-01-21,196.76
2002-01-22,198.06
2002-01-23,196.99
2002-01-24,196.17
2002-01-25,196.69
2002-01-28,198.47
2002-01-29,197.68
2002-01-30,198.31
2002-01-31,199.67
2002-02-01,200.0
2002-02-04,201.77
2002-02-05,204.04
2002-02-06,210.38
2002-02-07,213.09
2002-02-08,216.11
2002-02-11,212.0
2002-02-12,209.49
2002-02-13,208.16
2002-02-14,208.75
2002-02-15,210.22
2002-02-18,208.16
2002-02-19,208.89
2002-02-20,205.52
2002-02-21,204.1
2002-02-22,205.72
2002-02-25,204.1
2002-02-26,205.47
2002-02-27,211.45
2002-02-28,209.35
2002-03-01,208.12
2002-03-04,211.25
2002-03-05,208.58
2002-03-06,206.85
2002-03-07,204.66
2002-03-08,203.0
2002-03-11,205.39
2002-03-12,206.73
2002-03-13,208.26
2002-03-14,206.42
2002-03-15,204.64
2002-03-18,204.43
2002-03-19,205.5
2002-03-20,205.98
2002-03-21,204.36
2002-03-22,205.71
2002-03-25,208.47
2002-03-26,208.64
2002-03-27,208.7
2002-03-28,212.86
2002-04-02,210.39
2002-04-03,212.14
2002-04-04,209.96
2002-04-05,209.91
2002-04-08,208.26
2002-04-09,209.08
2002-04-10,207.17
2002-04-11,210.27
2002-04-12,209.99
2002-04-15,209.95
2002-04-16,208.32
2002-04-17,207.79
2002-04-18,209.13
2002-04-19,209.74
2002-04-22,209.61
2002-04-23,209.21
2002-04-24,210.36
2002-04-25,209.91
2002-04-26,211.87
2002-04-29,212.53
2002-04-30,212.22
2002-05-01,211.6
2002-05-02,210.09
2002-05-03,211.04
2002-05-07,213.18
2002-05-08,212.48
2002-05-09,211.91
2002-05-10,212.19
2002-05-13,212.91
2002-05-14,213.36
2002-05-15,212.29
2002-05-16,212.09
2002-05-17,213.14
2002-05-20,213.34
2002-05-21,216.09
2002-05-22,217.74
2002-05-23,216.76
2002-05-24,221.04
2002-05-27,220.38
2002-05-28,220.03
2002-05-29,222.51
2002-05-30,221.41
2002-05-31,223.2
2002-06-05,222.72
2002-06-06,221.77
2002-06-07,223.51
2002-06-10,221.61
2002-06-11,217.67
2002-06-12,216.79
2002-06-13,216.13
2002-06-14,216.85
2002-06-17,215.2
2002-06-18,214.68
2002-06-19,215.66
2002-06-20,214.83
2002-06-21,215.88
2002-06-24,216.63
2002-06-25,214.91
2002-06-26,212.89
2002-06-27,209.82
2002-06-28,208.28
2002-07-01,203.98
2002-07-02,205.37
2002-07-03,205.17
2002-07-04,203.9
2002-07-05,204.58
2002-07-08,204.35
2002-07-09,202.54
2002-07-10,203.77
2002-07-11,203.76
2002-07-12,204.09
2002-07-15,203.22
2002-07-16,203.29
2002-07-17,202.71
2002-07-18,202.61
2002-07-19,202.13
2002-07-22,205.6
2002-07-23,204.77
2002-07-24,200.26
2002-07-25,196.76
2002-07-26,195.56
2002-07-29,193.49
2002-07-30,194.59
2002-07-31,195.05
2002-08-01,193.71
2002-08-02,195.29
2002-08-05,196.7
2002-08-06,198.83
2002-08-07,200.22
2002-08-08,204.08
2002-08-09,202.06
2002-08-12,207.31
2002-08-13,205.42
2002-08-14,204.96
2002-08-15,204.11
2002-08-16,204.92
2002-08-19,203.35
2002-08-20,201.44
2002-08-21,201.8
2002-08-22,200.49
2002-08-23,201.52
2002-08-27,202.95
2002-08-28,202.44
2002-08-29,201.39
2002-08-30,201.29
2002-09-02,201.52
2002-09-03,201.16
2002-09-04,199.68
2002-09-05,201.34
2002-09-06,202.64
2002-09-09,206.47
2002-09-10,204.87
2002-09-11,203.82
2002-09-12,204.31
2002-09-13,204.1
2002-09-16,204.78
2002-09-17,206.15
2002-09-18,206.74
2002-09-19,205.95
2002-09-20,207.45
2002-09-23,207.67
2002-09-24,208.25
2002-09-25,207.99
2002-09-26,206.44
2002-09-27,205.95
2002-09-30,206.07
2002-10-01,204.72
2002-10-02,204.76
2002-10-03,205.61
2002-10-04,205.0
2002-10-07,206.04
2002-10-08,204.86
2002-10-09,205.31
2002-10-10,203.89
2002-10-11,202.91
2002-10-14,203.52
2002-10-15,204.81
2002-10-16,202.32
2002-10-17,201.22
2002-10-18,201.95
2002-10-21,202.26
2002-10-22,201.55
2002-10-23,202.32
2002-10-24,201.23
2002-10-25,201.03
2002-10-28,202.65
2002-10-29,202.88
2002-10-30,203.4
2002-10-31,202.72
2002-11-01,203.67
2002-11-04,203.73
2002-11-05,203.8
2002-11-06,203.68
2002-11-07,204.18
2002-11-08,203.63
2002-11-11,201.77
2002-11-12,202.2
2002-11-13,203.53
2002-11-14,200.69
2002-11-15,201.77
2002-11-18,202.28
2002-11-19,201.3
2002-11-20,202.54
2002-11-21,202.25
2002-11-22,201.14
2002-11-25,203.14
2002-11-26,203.59
2002-11-27,205.22
2002-11-28,204.45
2002-11-29,205.16
2002-12-02,203.86
2002-12-03,203.29
2002-12-04,203.88
2002-12-05,205.23
2002-12-06,207.07
2002-12-09,206.28
2002-12-10,206.01
2002-12-11,205.86
2002-12-12,206.56
2002-12-13,209.84
2002-12-16,209.57
2002-12-17,213.13
2002-12-18,210.85
2002-12-19,215.46
2002-12-20,213.97
2002-12-23,214.4
2002-12-24,216.64
2002-12-27,217.48
2002-12-30,217.41
2002-12-31,212.82
2003-01-02,212.88
2003-01-03,215.72
2003-01-06,220.84
2003-01-07,217.3
2003-01-08,216.58
2003-01-09,220.25
2003-01-10,219.62
2003-01-13,219.74
2003-01-14,220.09
2003-01-15,220.01
2003-01-16,218.63
2003-01-17,221.49
2003-01-20,220.91
2003-01-21,221.32
2003-01-22,222.93
2003-01-23,223.98
2003-01-24,223.21
2003-01-27,226.57
2003-01-28,224.2
2003-01-29,224.61
2003-01-30,221.01
2003-01-31,224.12
2003-02-03,225.11
2003-02-04,227.9
2003-02-05,233.01
2003-02-06,226.49
2003-02-07,227.65
2003-02-10,227.72
2003-02-11,223.76
2003-02-12,224.35
2003-02-13,218.74
2003-02-14,220.22
2003-02-17,216.53
2003-02-18,217.08
2003-02-19,217.86
2003-02-20,219.78
2003-02-21,221.87
2003-02-24,223.43
2003-02-25,226.85
2003-02-26,223.84
2003-02-27,223.47
2003-02-28,220.06
2003-03-03,221.17
2003-03-04,222.76
2003-03-05,222.54
2003-03-06,220.03
2003-03-07,222.25
2003-03-10,221.31
2003-03-11,220.46
2003-03-12,216.37
2003-03-13,213.58
2003-03-14,210.38
2003-03-17,215.17
2003-03-18,213.49
2003-03-19,217.55
2003-03-20,214.38
2003-03-21,212.82
2003-03-24,209.94
2003-03-25,211.16
2003-03-26,209.59
2003-03-27,211.79
2003-03-28,211.46
2003-03-31,212.45
2003-04-01,212.37
2003-04-02,210.28
2003-04-03,207.68
2003-04-04,206.48
2003-04-07,206.2
2003-04-08,207.44
2003-04-09,208.69
2003-04-10,207.86
2003-04-11,206.64
2003-04-14,206.73
2003-04-15,206.15
2003-04-16,205.75
2003-04-17,206.52
2003-04-22,211.65
2003-04-23,211.71
2003-04-24,208.67
2003-04-25,209.75
2003-04-28,209.03
2003-04-29,208.99
2003-04-30,210.59
2003-05-01,211.38
2003-05-02,212.29
2003-05-06,212.89
2003-05-07,213.31
2003-05-08,213.38
2003-05-09,217.53
2003-05-12,217.45
2003-05-13,218.1
2003-05-14,216.37
2003-05-15,218.56
2003-05-16,217.45
2003-05-19,220.07
2003-05-20,225.49
2003-05-21,222.09
2003-05-22,225.99
2003-05-23,225.21
2003-05-27,226.7
2003-05-28,222.56
2003-05-29,220.52
2003-05-30,221.63
2003-06-02,221.79
2003-06-03,222.88
2003-06-04,223.84
2003-06-05,221.23
2003-06-06,220.36
2003-06-09,219.55
2003-06-10,217.49
2003-06-11,212.89
2003-06-12,211.53
2003-06-13,211.69
2003-06-16,213.75
2003-06-17,213.69
2003-06-18,215.22
2003-06-19,212.55
2003-06-20,214.37
2003-06-23,214.64
2003-06-24,212.44
2003-06-25,208.99
2003-06-26,207.91
2003-06-27,207.62
2003-06-30,209.6
2003-07-01,210.45
2003-07-02,211.12
2003-07-03,210.39
2003-07-04,210.16
2003-07-07,211.25
2003-07-08,211.0
2003-07-09,211.78
2003-07-10,210.22
2003-07-11,210.46
2003-07-14,212.07
2003-07-15,216.26
2003-07-16,215.45
2003-07-17,215.94
2003-07-18,215.47
2003-07-21,219.16
2003-07-22,219.84
2003-07-23,220.02
2003-07-24,223.09
2003-07-25,223.25
2003-07-28,223.15
2003-07-29,223.73
2003-07-30,221.05
2003-07-31,220.76
2003-08-01,220.11
2003-08-04,216.61
2003-08-05,216.88
2003-08-06,218.22
2003-08-07,217.82
2003-08-08,219.29
2003-08-11,223.2
2003-08-12,224.2
2003-08-13,222.06
2003-08-14,224.86
2003-08-15,226.57
2003-08-18,226.45
2003-08-19,225.77
2003-08-20,227.37
2003-08-21,229.58
2003-08-22,228.61
2003-08-26,230.36
2003-08-27,231.89
2003-08-28,236.39
2003-08-29,234.47
2003-09-01,238.73
2003-09-02,239.71
2003-09-03,237.4
2003-09-04,236.75
2003-09-05,234.5
2003-09-08,236.92
2003-09-09,238.91
2003-09-10,239.49
2003-09-11,237.72
2003-09-12,236.97
2003-09-15,233.91
2003-09-16,234.42
2003-09-17,233.69
2003-09-18,233.65
2003-09-19,231.67
2003-09-22,234.49
2003-09-23,233.65
2003-09-24,232.63
2003-09-25,236.48
2003-09-26,231.53
2003-09-29,230.35
2003-09-30,229.85
2003-10-01,231.55
2003-10-02,230.84
2003-10-03,229.98
2003-10-06,224.14
2003-10-07,224.6
2003-10-08,226.36
2003-10-09,225.89
2003-10-10,222.74
2003-10-13,223.67
2003-10-14,225.23
2003-10-15,224.18
2003-10-16,221.93
2003-10-17,222.17
2003-10-20,221.43
2003-10-21,224.03
2003-10-22,226.98
2003-10-23,228.55
2003-10-24,226.93
2003-10-27,227.84
2003-10-28,228.19
2003-10-29,224.33
2003-10-30,229.87
2003-10-31,227.04
2003-11-03,226.11
2003-11-04,225.58
2003-11-05,227.88
2003-11-06,228.34
2003-11-07,228.9
2003-11-10,228.98
2003-11-11,231.68
2003-11-12,232.3
2003-11-13,235.0
2003-11-14,233.94
2003-11-17,235.2
2003-11-18,231.64
2003-11-19,233.65
2003-11-20,232.63
2003-11-21,231.3
2003-11-24,232.39
2003-11-25,230.57
2003-11-26,230.93
2003-11-27,231.05
2003-11-28,231.32
2003-12-01,231.47
2003-12-02,233.1
2003-12-03,233.22
2003-12-04,233.41
2003-12-05,233.49
2003-12-08,236.0
2003-12-09,234.49
2003-12-10,233.57
2003-12-11,231.81
2003-12-12,232.54
2003-12-15,232.27
2003-12-16,234.45
2003-12-17,232.59
2003-12-18,232.65
2003-12-19,231.46
2003-12-22,233.01
2003-12-23,232.2
2003-12-24,232.68
2003-12-29,232.96
2003-12-30,234.18
2003-12-31,234.15
2004-01-02,232.15
2004-01-05,232.28
2004-01-06,234.84
2004-01-07,231.69
2004-01-08,230.57
2004-01-09,230.4
2004-01-12,230.9
2004-01-13,230.21
2004-01-14,229.05
2004-01-15,227.42
2004-01-16,226.25
2004-01-19,227.52
2004-01-20,227.15
2004-01-21,224.7
2004-01-22,223.03
2004-01-23,222.56
2004-01-26,222.62
2004-01-27,223.82
2004-01-28,224.1
2004-01-29,224.49
2004-01-30,221.56
2004-02-02,220.37
2004-02-03,218.75
2004-02-04,217.53
2004-02-05,217.71
2004-02-06,216.08
2004-02-09,218.9
2004-02-10,218.52
2004-02-11,217.13
2004-02-12,217.27
2004-02-13,217.75
2004-02-16,217.65
2004-02-17,217.76
2004-02-18,217.43
2004-02-19,216.76
2004-02-20,216.49
2004-02-23,215.15
2004-02-24,214.16
2004-02-25,213.5
2004-02-26,212.11
2004-02-27,212.2
2004-03-01,213.42
2004-03-02,214.24
2004-03-03,212.81
2004-03-04,215.56
2004-03-05,216.14
2004-03-08,215.69
2004-03-09,218.22
2004-03-10,220.12
2004-03-11,221.17
2004-03-12,223.01
2004-03-15,220.47
2004-03-16,220.04
2004-03-17,222.14
2004-03-18,223.1
2004-03-19,224.0
2004-03-22,224.75
2004-03-23,225.16
2004-03-24,226.59
2004-03-25,230.36
2004-03-26,229.65
2004-03-29,232.09
2004-03-30,229.92
2004-03-31,230.58
2004-04-01,229.94
2004-04-02,230.08
2004-04-05,230.75
2004-04-06,227.35
2004-04-07,227.79
2004-04-08,229.21
2004-04-13,228.36
2004-04-14,224.54
2004-04-15,222.56
2004-04-16,222.95
2004-04-19,223.61
2004-04-20,222.47
2004-04-21,222.12
2004-04-22,221.35
2004-04-23,222.66
2004-04-26,222.75
2004-04-27,221.69
2004-04-28,222.0
2004-04-29,216.57
2004-04-30,218.86
2004-05-04,217.86
2004-05-05,219.18
2004-05-06,218.47
2004-05-07,215.59
2004-05-10,210.58
2004-05-11,214.53
2004-05-12,215.23
2004-05-13,212.69
2004-05-14,213.32
2004-05-17,215.19
2004-05-18,214.63
2004-05-19,213.16
2004-05-20,215.39
2004-05-21,213.19
2004-05-24,214.79
2004-05-25,214.8
2004-05-26,214.97
2004-05-27,214.32
2004-05-28,214.81
2004-06-01,215.39
2004-06-02,214.7
2004-06-03,213.44
2004-06-04,211.06
2004-06-07,213.89
2004-06-08,214.14
2004-06-09,211.62
2004-06-10,210.04
2004-06-11,210.83
2004-06-14,211.69
2004-06-15,210.75
2004-06-16,211.89
2004-06-17,210.62
2004-06-18,212.25
2004-06-21,214.97
2004-06-22,216.75
2004-06-23,217.75
2004-06-24,218.29
2004-06-25,220.24
2004-06-28,220.04
2004-06-29,217.85
2004-06-30,217.63
2004-07-01,217.19
2004-07-02,216.96
2004-07-05,217.47
2004-07-06,217.35
2004-07-07,214.44
2004-07-08,217.41
2004-07-09,219.59
2004-07-12,219.05
2004-07-13,217.55
2004-07-14,217.13
2004-07-15,218.31
2004-07-16,217.51
2004-07-19,217.68
2004-07-20,217.84
2004-07-21,216.58
2004-07-22,214.56
2004-07-23,213.85
2004-07-26,213.0
2004-07-27,212.8
2004-07-28,212.64
2004-07-29,213.89
2004-07-30,214.53
2004-08-02,214.68
2004-08-03,214.62
2004-08-04,215.86
2004-08-05,214.8
2004-08-06,214.87
2004-08-09,216.28
2004-08-10,217.32
2004-08-11,216.92
2004-08-12,216.4
2004-08-13,216.13
2004-08-16,216.66
2004-08-17,218.51
2004-08-18,220.57
2004-08-19,222.39
